DeIdent,Admissions_Status,Admissions_Cycle,Gender,TMDSASEthnicity,MCAT2015,Overall_GPA,Urg_Overall,UrgSci_GPA,Grad_GPA
0x18E12A0C,Rejected Without Interview ,2022,Female,Hispanic,476,2.55,2.55,2.26,0
0x03E8A220,Rejected Without Interview ,2022,Male,Hispanic,489,3.14,3.12,2.96,3.23
0x043D5356,Rejected Without Interview ,2022,Male,Hispanic,510,3.31,3.21,3.05,4
0x05DF82C2,Rejected Without Interview ,2022,Male,Hispanic,500,3.18,3.18,3.09,0
0x05DF82C2,Rejected Without Interview ,2022,Male,Hispanic,500,3.18,3.18,3.09,0
0x061E932A,Rejected Without Interview ,2022,Male,Hispanic,497,3.31,3.31,3.15,0
0x0638FC3A,Rejected Without Interview ,2022,Male,Hispanic,511,3.22,2.95,2.86,4
0x07C94E74,Rejected Without Interview ,2022,Male,Hispanic,499,3.68,3.68,3.73,0
0x08A273A8,Rejected Without Interview ,2022,Male,Hispanic,498,3.34,3.26,2.97,3.91
0x08C2628A,Rejected Without Interview ,2022,Male,Hispanic,504,3.01,2.98,2.32,3.14
0x09191526,Rejected Without Interview ,2022,Male,Hispanic,507,3.24,3.24,2.99,3.23
0x09508E8A,Rejected Without Interview ,2022,Male,Hispanic,475,3.07,3.07,2.69,0
0x09C7FD64,Rejected Without Interview ,2022,Male,Hispanic,494,3.58,3.58,3.68,0
0x09D580E8,Rejected Without Interview ,2022,Male,Hispanic,507,3.13,2.99,2.82,3.81
0x09DB4DD0,Rejected Without Interview ,2022,Male,Hispanic,487,3.41,3.41,3.14,0
0x09E36334,Rejected Without Interview ,2022,Male,Hispanic,502,3.68,3.67,3.52,3.69
0x09EACAD4,Rejected Without Interview ,2022,Male,Hispanic,504,2.96,2.9,3.1,3.87
0x0A439688,Rejected Without Interview ,2022,Male,Hispanic,495,3.68,3.7,3.67,3.6
0x0A6EFFA2,Rejected Without Interview ,2022,Male,Hispanic,501,3.44,3.58,3.23,3.07
0x0A879E96,Rejected Without Interview ,2022,Male,Hispanic,512,3.25,3.02,2.79,4
0x0A9061BE,Rejected Without Interview ,2022,Male,Hispanic,508,3.12,3.08,2.84,3.3
0x0B629DB2,Rejected Without Interview ,2022,Male,Hispanic,496,3.64,3.67,3.61,3.6
0x0C07770C,Rejected Without Interview ,2022,Male,Hispanic,510,2.85,2.66,2.61,3.68
0x0CC814FE,Rejected Without Interview ,2022,Male,Hispanic,493,3.49,3.42,3.3,3.75
0x0D360B06,Rejected Without Interview ,2022,Male,Hispanic,503,3.41,3.35,3.18,3.67
0x0D5EC4F6,Rejected Without Interview ,2022,Male,Hispanic,510,3.62,3.57,3.56,4
0x0DEA6164,Rejected Without Interview ,2022,Male,Hispanic,506,3.61,3.61,3.66,0
0x0DED08A8,Rejected Without Interview ,2022,Male,Hispanic,500,2.88,2.75,3.1,3.64
0x0E060E4A,Rejected Without Interview ,2022,Male,Hispanic,488,2.95,2.67,2.69,3.81
0x0E60AC00,Rejected Without Interview ,2022,Male,Hispanic,509,2.95,2.76,2.66,3.69
0x0E9988D2,Rejected Without Interview ,2022,Male,Hispanic,508,3.39,3.2,3.05,4
0x0ED168E4,Rejected Without Interview ,2022,Male,Hispanic,485,3.03,3.03,2.69,0
0x0ED7BC12,Rejected Without Interview ,2022,Male,Hispanic,507,3.62,3.62,3.59,0
0x0EE4A984,Rejected Without Interview ,2022,Male,Hispanic,504,3.14,3.14,3.69,0
0x0EF5B95A,Rejected Without Interview ,2022,Male,Hispanic,487,3.38,3.38,3.02,0
0x0F013392,Rejected Without Interview ,2022,Male,Hispanic,510,3.98,3.98,3.96,0
0x0F0F8472,Rejected Without Interview ,2022,Male,Hispanic,507,3.35,3.35,2.99,0
0x0F0FEB20,Rejected Without Interview ,2022,Male,Hispanic,513,3.1,3.01,2.53,3.47
0x0F124B4E,Rejected Without Interview ,2022,Male,Hispanic,510,3.36,3.3,3.01,4
0x0F1493CA,Rejected Without Interview ,2022,Male,Hispanic,497,3.7,3.75,3.64,3.5
0x0F2151D8,Rejected Without Interview ,2022,Male,Hispanic,503,3.59,3.59,3.54,0
0x0F4BE5B0,Rejected Without Interview ,2022,Male,Hispanic,489,2.61,2.38,1.92,3.32
0x0F4BE5B0,Rejected Without Interview ,2022,Male,Hispanic,489,2.61,2.38,1.92,3.32
0x0F613F68,Rejected Without Interview ,2022,Male,Hispanic,504,3.27,3.14,2.95,3.88
0x0F64D3A0,Rejected Without Interview ,2022,Male,Hispanic,519,3.13,3.06,3.09,4
0x0F73344C,Rejected Without Interview ,2022,Male,Hispanic,510,2.81,2.51,2.49,3.64
0x0F788ABA,Rejected Without Interview ,2022,Male,Hispanic,516,3.37,3.37,3.18,0
0x0F88ECCC,Rejected Without Interview ,2022,Male,Hispanic,501,2.95,2.73,2.72,3.94
0x0F9DEFA2,Rejected Without Interview ,2022,Male,Hispanic,498,3.34,3.31,3.14,3.58
0x0F9F5310,Rejected Without Interview ,2022,Male,Hispanic,511,3.48,3.43,3.25,3.63
0x0FD7C14E,Rejected Without Interview ,2022,Male,Hispanic,482,3.02,3.02,2.96,0
0x0FE28DC2,Rejected Without Interview ,2022,Male,Hispanic,500,3.52,3.52,3.4,0
0x1001A762,Rejected Without Interview ,2022,Male,Hispanic,518,3.25,3.09,2.96,3.69
0x1048CD2E,Rejected Without Interview ,2022,Male,Hispanic,502,3.97,3.97,3.95,0
0x104C80FE,Rejected Without Interview ,2022,Male,Hispanic,503,3.58,3.58,3.51,0
0x106008B4,Rejected Without Interview ,2022,Male,Hispanic,492,2.73,2.73,2.3,0
0x106008B4,Rejected Without Interview ,2022,Male,Hispanic,492,2.73,2.73,2.3,0
0x1077346E,Rejected Without Interview ,2022,Male,Hispanic,507,3.54,3.54,3.63,0
0x10AD32B2,Rejected Without Interview ,2022,Male,Hispanic,511,2.96,2.78,2.49,3.61
0x10BB8B78,Rejected Without Interview ,2022,Male,Hispanic,510,3.28,3.31,3.55,2.5
0x10BF2796,Withdrew Application before Offer,2022,Male,Hispanic,514,3.95,3.95,3.93,0
0x10D2701C,Rejected Without Interview ,2022,Male,Hispanic,498,3.64,3.64,3.89,0
0x10EC2B68,Rejected Without Interview ,2022,Male,Hispanic,510,3.88,3.88,3.84,0
0x113D4080,Rejected Without Interview ,2022,Male,Hispanic,507,3.32,3.23,3.15,3.71
0x1148F9E8,Rejected Without Interview ,2022,Male,Hispanic,509,2.96,2.96,2.53,0
0x11498FFA,Rejected Without Interview ,2022,Male,Hispanic,500,2.7,2.51,2.33,3.55
0x114B8194,Rejected Without Interview ,2022,Male,Hispanic,508,3.94,3.94,3.91,0
0x114DB25E,Rejected Without Interview ,2022,Male,Hispanic,516,3.5,3.47,3.22,4
0x11538F12,Rejected Without Interview ,2022,Male,Hispanic,511,3.76,3.68,3.65,4
0x11542D0A,Rejected Without Interview ,2022,Male,Hispanic,509,3.26,3.26,3.11,0
0x1154B350,Rejected Without Interview ,2022,Male,Hispanic,501,3.76,3.76,3.66,0
0x115D66AC,Rejected Without Interview ,2022,Male,Hispanic,499,2.86,2.75,2.63,3.86
0x11616192,Rejected Without Interview ,2022,Male,Hispanic,509,3.64,3.52,3.31,4
0x11665938,Rejected Without Interview ,2022,Male,Hispanic,490,3.37,3.27,2.85,3.92
0x1170D6B0,Waitlisted but not Offered ,2022,Male,Hispanic,510,3.48,3.83,3.93,3
0x11AF3954,Rejected Without Interview ,2022,Male,Hispanic,504,3.86,3.86,3.82,0
0x11B1B134,Rejected Without Interview ,2022,Male,Hispanic,512,3.52,3.48,2.95,3.59
0x11B1E87E,Withdrew Application before Offer,2022,Male,Hispanic,504,3.94,3.94,3.87,0
0x11B227AE,Rejected Without Interview ,2022,Male,Hispanic,516,3.58,3.5,3.32,4
0x11B33C20,Rejected Without Interview ,2022,Male,Hispanic,496,3.74,3.74,3.66,0
0x11B487DC,Rejected Without Interview ,2022,Male,Hispanic,507,3.64,3.64,3.51,0
0x11B51DEE,Rejected Without Interview ,2022,Male,Hispanic,517,3.62,3.62,3.62,0
0x11B56CEA,Rejected Without Interview ,2022,Male,Hispanic,482,2.99,2.99,2.48,0
0x11C09040,Withdrew Application before Offer,2022,Male,Hispanic,504,3.43,3.43,3.4,0
0x11CDA530,Rejected Without Interview ,2022,Male,Hispanic,507,3.71,3.67,3.57,3.89
0x11D4C5BA,Rejected Without Interview ,2022,Male,Hispanic,490,3.08,3.08,3,0
0x11DD90C8,Rejected Without Interview ,2022,Male,Hispanic,510,3.43,3.37,3.25,4
0x11E64424,Rejected Without Interview ,2022,Male,Hispanic,502,3.34,3.14,3.07,3.87
0x11EE88EC,Rejected Without Interview ,2022,Male,Hispanic,508,3.6,3.49,3.14,3.84
0x11FAB0E8,Rejected Without Interview ,2022,Male,Hispanic,498,3.32,3.3,2.79,3.43
0x11FB372E,Withdrew Application before Offer,2022,Male,Hispanic,507,4,4,4,0
0x11FBDD0C,Rejected Without Interview ,2022,Male,Hispanic,516,3.36,3.36,3.39,0
0x11FE2D6E,Rejected Without Interview ,2022,Male,Hispanic,513,3.86,3.86,3.86,0
0x12017A90,Rejected Without Interview ,2022,Male,Hispanic,501,3.35,3.38,3.37,3.24
0x1202BE66,Withdrew Application before Offer,2022,Male,Hispanic,519,3.81,3.81,3.74,0
0x1208E230,Rejected Without Interview ,2022,Male,Hispanic,500,3.36,3.37,3.17,3.34
0x1209E6D6,Rejected Without Interview ,2022,Male,Hispanic,507,3.4,3.4,3.48,0
0x121C5A1A,Rejected Without Interview ,2022,Male,Hispanic,490,3.19,3.07,2.83,3.79
0x122C7516,Rejected Without Interview ,2022,Male,Hispanic,507,3.93,3.93,3.89,0
0x1233BD1E,Withdrew Application before Offer,2022,Male,Hispanic,513,3.88,3.88,3.74,0
0x123ACDDC,Rejected Without Interview ,2022,Male,Hispanic,515,3.81,3.81,3.73,0
0x123FA5EA,Rejected Without Interview ,2022,Male,Hispanic,505,3.49,3.34,3.17,4
0x125ADC56,Withdrew Application before Offer,2022,Male,Hispanic,521,4,4,4,0
0x125FDBE2,Rejected Without Interview ,2022,Male,Hispanic,503,3.89,3.89,3.86,0
0x1264DB6E,Withdrew Application before Offer,2022,Male,Hispanic,509,3.94,3.94,3.96,0
0x1264FB06,Rejected Without Interview ,2022,Male,Hispanic,509,3.94,3.94,3.95,0
0x1266ECA0,Rejected Without Interview ,2022,Male,Hispanic,502,3.32,3.32,3.06,0
0x126E1CF6,Withdrew Application before Offer,2022,Male,Hispanic,515,4,4,4,0
0x12874230,Rejected Without Interview ,2022,Male,Hispanic,508,3.4,3.42,3.37,3
0x129D5192,Rejected Without Interview ,2022,Male,Hispanic,503,3.03,3.03,2.83,0
0x12B24C82,Withdrew Application before Offer,2022,Male,Hispanic,504,3.95,3.95,4,0
0x12B45DB4,Withdrew Application before Offer,2022,Male,Hispanic,506,3.98,3.98,3.95,0
0x12BC1C36,Rejected Without Interview ,2022,Male,Hispanic,496,3.75,3.75,3.68,0
0x12BDB6EE,Rejected Without Interview ,2022,Male,Hispanic,508,3.92,3.92,3.95,0
0x12CB12F4,Rejected Without Interview ,2022,Male,Hispanic,511,3.71,3.65,3.57,4
0x12EA0516,Rejected Without Interview ,2022,Male,Hispanic,495,3.55,3.52,3.46,3.64
0x130B6F18,Rejected Without Interview ,2022,Male,Hispanic,505,3.81,3.81,3.71,0
0x13157DFC,Rejected Without Interview ,2022,Male,Hispanic,501,3.32,3.14,2.95,4
0x1315EC90,Rejected Without Interview ,2022,Male,Hispanic,513,3.81,3.81,3.71,0
0x13201B0C,Withdrew Application before Offer,2022,Male,Hispanic,508,3.82,3.82,3.77,0
0x1324D382,Withdrew Application before Offer,2022,Male,Hispanic,512,3.91,3.91,3.9,0
0x132F297C,Rejected Without Interview ,2022,Male,Hispanic,500,3.68,3.68,3.59,0
0x1330BC4E,Rejected Without Interview ,2022,Male,Hispanic,487,2.67,2.44,2.23,3.75
0x13316A12,Withdrew Application before Offer,2022,Male,Hispanic,509,4,4,4,0
0x1339FDD6,Rejected Without Interview ,2022,Male,Hispanic,497,3.83,3.83,3.72,0
0x1343ED22,Rejected Without Interview ,2022,Male,Hispanic,508,3.49,3.49,3.38,0
0x13450194,Rejected Without Interview ,2022,Male,Hispanic,510,3.54,3.54,3.66,0
0x1351EF06,Rejected Without Interview ,2022,Male,Hispanic,494,3.98,3.98,4,0
0x1353D0D4,Rejected Without Interview ,2022,Male,Hispanic,517,3.84,3.84,3.74,0
0x1355930A,Rejected Without Interview ,2022,Male,Hispanic,489,3.24,3.24,3.03,0
0x1356291C,Rejected Without Interview ,2022,Male,Hispanic,481,3.81,3.81,3.86,0
0x135995D6,Rejected Without Interview ,2022,Male,Hispanic,515,3.62,3.62,3.61,0
0x135A7AE4,Rejected Without Interview ,2022,Male,Hispanic,497,3.39,3.36,3.14,3.51
0x135A7AE4,Rejected Without Interview ,2022,Male,Hispanic,497,3.39,3.36,3.14,3.51
0x137157A2,Rejected Without Interview ,2022,Male,Hispanic,502,3.55,3.55,3.42,0
0x137F8104,Rejected Without Interview ,2022,Male,Hispanic,480,2.53,2.53,2.15,0
0x138421C8,Rejected Without Interview ,2022,Male,Hispanic,499,3.6,3.6,3.61,0
0x13867A10,Rejected Without Interview ,2022,Male,Hispanic,489,3.24,3.19,3.28,3.47
0x1388835C,Rejected Without Interview ,2022,Male,Hispanic,507,3.4,3.38,3.24,4
0x138DD9CA,Rejected Without Interview ,2022,Male,Hispanic,518,3.83,3.83,3.8,0
0x138DF17C,Rejected Without Interview ,2022,Male,Hispanic,512,3.49,3.39,3.34,3.88
0x138EE656,Rejected Without Interview ,2022,Male,Hispanic,507,3.32,3.32,3.05,0
0x13931886,Rejected Without Interview ,2022,Male,Hispanic,499,3.67,3.67,3.73,0
0x1396E408,Rejected Without Interview ,2022,Male,Hispanic,511,3.72,3.66,3.35,3.93
0x13997B80,Rejected Without Interview ,2022,Male,Hispanic,514,3.6,3.51,3.48,4
0x139FCEAE,Rejected Without Interview ,2022,Male,Hispanic,509,3.42,3.42,3.26,0
0x13C28C52,Rejected Without Interview ,2022,Male,Hispanic,508,3.69,3.69,3.55,0
0x13CAD11A,Rejected Without Interview ,2022,Male,Hispanic,508,3.7,3.7,3.81,0
0x13D61408,Rejected Without Interview ,2022,Male,Hispanic,510,3.75,3.75,3.43,0
0x13DA65D0,Rejected Without Interview ,2022,Male,Hispanic,515,3.85,3.85,3.81,0
0x13DAE430,Rejected Without Interview ,2022,Male,Hispanic,504,3.16,3.02,2.83,3.76
0x13DF45C4,Rejected Without Interview ,2022,Male,Hispanic,499,3.21,3.11,2.85,3.86
0x13E1DD3C,Rejected Without Interview ,2022,Male,Hispanic,498,3.59,3.59,3.5,0
0x13E25B9C,Rejected Without Interview ,2022,Male,Hispanic,503,3.07,3.07,2.81,0
0x13E26B68,Rejected Without Interview ,2022,Male,Hispanic,495,3.53,3.53,3.48,0
0x13E8306A,Rejected Without Interview ,2022,Male,Hispanic,510,3.54,3.54,3.33,0
0x13EC5AB4,Rejected Without Interview ,2022,Male,Hispanic,512,3.92,3.92,3.96,0
0x13F27E7E,Withdrew Application before Offer,2022,Male,Hispanic,514,3.73,3.73,3.82,0
0x13F49796,Rejected Without Interview ,2022,Male,Hispanic,492,3.26,3.26,3.3,0
0x13F574BE,Rejected Without Interview ,2022,Male,Hispanic,501,3.53,3.53,3.52,0
0x13F920A8,Rejected Without Interview ,2022,Male,Hispanic,502,3.19,3.19,3.17,0
0x13FEF576,Rejected Without Interview ,2022,Male,Hispanic,502,3.07,3.07,2.61,0
0x140443FE,Rejected Without Interview ,2022,Male,Hispanic,502,2.9,2.8,2.57,3.5
0x14044BE4,Rejected Without Interview ,2022,Male,Hispanic,509,3.7,3.7,3.61,0
0x140597A0,Rejected Without Interview ,2022,Male,Hispanic,509,3.44,3.45,3.81,3.4
0x1407C86A,Rejected Without Interview ,2022,Male,Hispanic,512,3.97,3.97,4,0
0x140A972C,Rejected Without Interview ,2022,Male,Hispanic,504,3.44,3.44,3.39,0
0x140BA3B8,Rejected Without Interview ,2022,Male,Hispanic,504,3.64,3.62,3.43,3.78
0x140CDFA8,Rejected Without Interview ,2022,Male,Hispanic,500,3.39,3.39,3.34,0
0x141158EE,Waitlisted but not Offered ,2022,Male,Hispanic,517,3.46,3.46,3.39,0
0x141F2B6E,Rejected Without Interview ,2022,Male,Hispanic,500,3.43,3.43,3.27,0
0x14218B9C,Rejected Without Interview ,2022,Male,Hispanic,516,3.88,3.88,3.83,0
0x14233E06,Rejected Without Interview ,2022,Male,Hispanic,514,3.55,3.44,3.34,4
0x142527BA,Rejected Without Interview ,2022,Male,Hispanic,491,3.8,3.8,3.76,0
0x14294A1E,Rejected Without Interview ,2022,Male,Hispanic,483,3.26,3.26,3.26,0
0x142C8774,Rejected Without Interview ,2022,Male,Hispanic,500,3.74,3.74,3.72,0
0x143B7E32,Rejected Without Interview ,2022,Male,Hispanic,510,3.6,3.6,3.54,0
0x143F7132,Rejected Without Interview ,2022,Male,Hispanic,496,3.42,3.25,3.15,3.85
0x143F7132,Rejected Without Interview ,2022,Male,Hispanic,496,3.42,3.25,3.15,3.85
0x14405E26,Rejected Without Interview ,2022,Male,Hispanic,508,3.48,3.48,3.4,0
0x14454600,Rejected Without Interview ,2022,Male,Hispanic,506,3.65,3.65,3.6,0
0x14583F8A,Rejected Without Interview ,2022,Male,Hispanic,499,2.63,2.08,2.21,3.44
0x146593AA,Rejected Without Interview ,2022,Male,Hispanic,501,2.89,2.89,2.95,0
0x146B312E,Rejected Without Interview ,2022,Male,Hispanic,506,3.38,3.38,3.16,0
0x14736E10,Rejected Without Interview ,2022,Male,Hispanic,508,3.79,3.79,3.7,0
0x147942DE,Rejected Without Interview ,2022,Male,Hispanic,515,3.67,3.67,3.54,0
0x14816028,Rejected Without Interview ,2022,Male,Hispanic,497,3.65,3.65,3.54,0
0x14829432,Rejected Without Interview ,2022,Male,Hispanic,508,3.77,3.77,3.67,0
0x148398D8,Rejected Without Interview ,2022,Male,Hispanic,511,3.82,3.82,3.81,0
0x14937C8A,Rejected Without Interview ,2022,Male,Hispanic,500,3.71,3.71,3.9,0
0x149662FE,Rejected Without Interview ,2022,Male,Hispanic,507,3.5,3.5,3.39,0
0x1496C1C6,Rejected Without Interview ,2022,Male,Hispanic,508,3.94,3.94,3.89,0
0x14A7140C,Rejected Without Interview ,2022,Male,Hispanic,505,4,4,4,0
0x14AC6A7A,Rejected Without Interview ,2022,Male,Hispanic,506,3.43,3.34,2.99,4
0x14CC41AA,Rejected Without Interview ,2022,Male,Hispanic,499,3.64,3.64,3.5,0
0x14CC41AA,Rejected Without Interview ,2022,Male,Hispanic,499,3.64,3.64,3.5,0
0x14CFC616,Rejected Without Interview ,2022,Male,Hispanic,493,3.68,3.68,3.62,0
0x14DCEAD2,Rejected Without Interview ,2022,Male,Hispanic,502,3.98,3.98,3.96,0
0x14E0300E,Rejected Without Interview ,2022,Male,Hispanic,498,3.85,3.85,4,0
0x14E8C3D2,Rejected Without Interview ,2022,Male,Hispanic,503,3.83,3.83,3.78,0
0x14EA2740,Rejected Without Interview ,2022,Male,Hispanic,505,3.54,3.57,3.42,3
0x14EF8D7A,Rejected Without Interview ,2022,Male,Hispanic,506,3.51,3.51,3.32,0
0x14F15796,Rejected Without Interview ,2022,Male,Hispanic,514,3.24,3.24,3.06,0
0x14FD8778,Rejected Without Interview ,2022,Male,Hispanic,492,3.26,3.21,2.69,4
0x150DD9BE,Rejected Without Interview ,2022,Male,Hispanic,482,2.94,2.75,2.5,3.79
0x151827D2,Rejected Without Interview ,2022,Male,Hispanic,506,3.09,3.09,2.66,0
0x152D993C,Rejected Without Interview ,2022,Male,Hispanic,511,3.9,3.9,3.93,0
0x153020E8,Rejected Without Interview ,2022,Male,Hispanic,508,3.71,3.71,3.51,0
0x15337DD6,Rejected Without Interview ,2022,Male,Hispanic,508,3.77,3.77,3.77,0
0x15375924,Rejected Without Interview ,2022,Male,Hispanic,517,3.91,3.89,4,4
0x15396270,Rejected Without Interview ,2022,Male,Hispanic,480,3.36,3.3,3.62,3.62
0x1543A89E,Rejected Without Interview ,2022,Male,Hispanic,503,3.49,3.49,3.43,0
0x1543A89E,Rejected Without Interview ,2022,Male,Hispanic,503,3.49,3.49,3.43,0
0x1543D01C,Rejected Without Interview ,2022,Male,Hispanic,510,3.94,3.94,3.92,0
0x15440766,Rejected Without Interview ,2022,Male,Hispanic,496,3.21,3.21,3.04,0
0x154CE240,Rejected Without Interview ,2022,Male,Hispanic,500,3.67,3.67,3.63,0
0x1555B534,Rejected Without Interview ,2022,Male,Hispanic,514,3.64,3.64,3.83,0
0x155BF0B0,Rejected Without Interview ,2022,Male,Hispanic,503,3.76,3.76,3.57,0
0x155C3FAC,Rejected Without Interview ,2022,Male,Hispanic,505,3.67,3.67,3.66,0
0x15635850,Rejected Without Interview ,2022,Male,Hispanic,491,3.51,3.51,3.36,0
0x1575847E,Rejected Without Interview ,2022,Male,Hispanic,501,3.08,3.08,2.93,0
0x158232C0,Rejected Without Interview ,2022,Male,Hispanic,495,3.01,2.91,2.94,3.54
0x158FC610,Rejected Without Interview ,2022,Male,Hispanic,505,3.35,3.35,3.18,0
0x15905C22,Rejected Without Interview ,2022,Male,Hispanic,508,3.96,3.96,4,0
0x1592656E,Rejected Without Interview ,2022,Male,Hispanic,501,2.8,2.8,2.69,0
0x15994EAE,Rejected Without Interview ,2022,Male,Hispanic,493,2.54,2.54,2.87,0
0x15A6F1CA,Rejected Without Interview ,2022,Male,Hispanic,505,3.35,3.28,3.33,4
0x15AB0C48,Rejected Without Interview ,2022,Male,Hispanic,503,3.69,3.69,3.68,0
0x15C65A66,Rejected Without Interview ,2022,Male,Hispanic,509,2.77,2.85,2.81,2.63
0x160EAC56,Rejected Without Interview ,2022,Male,Hispanic,496,3.51,3.51,3.48,0
0x161DDA5E,Rejected Without Interview ,2022,Male,Hispanic,490,3.6,3.6,3.32,0
0x1620B8EC,Rejected Without Interview ,2022,Male,Hispanic,486,3.36,3.33,3.18,4
0x16266E22,Rejected Without Interview ,2022,Male,Hispanic,489,2.77,2.77,2.59,0
0x1633B276,Withdrew Application before Offer,2022,Male,Hispanic,518,3.95,3.95,3.95,0
0x164F9E8C,Rejected Without Interview ,2022,Male,Hispanic,509,3.91,3.91,3.94,0
0x16605780,Rejected Without Interview ,2022,Male,Hispanic,508,3.44,3.41,3.29,3.56
0x16669AE2,Rejected Without Interview ,2022,Male,Hispanic,514,3.27,3.27,3.14,0
0x1667A76E,Rejected Without Interview ,2022,Male,Hispanic,509,3.65,3.64,3.8,4
0x16689462,Withdrew Application before Offer,2022,Male,Hispanic,518,3.91,3.91,3.95,0
0x166A2734,Rejected Without Interview ,2022,Male,Hispanic,509,3.89,3.89,3.85,0
0x166B0C42,Withdrew Application before Offer,2022,Male,Hispanic,520,3.85,3.86,4,3.79
0x166C6FB0,Rejected Without Interview ,2022,Male,Hispanic,493,3.04,2.97,3.33,4
0x166E0A68,Rejected Without Interview ,2022,Male,Hispanic,488,3.53,3.53,3.48,0
0x166E80E2,Rejected Without Interview ,2022,Male,Hispanic,511,3.83,3.83,3.72,0
0x166E9894,Rejected Without Interview ,2022,Male,Hispanic,514,4,4,4,0
0x166ED7C4,Rejected Without Interview ,2022,Male,Hispanic,494,3.42,3.42,3.88,0
0x167003E8,Rejected Without Interview ,2022,Male,Hispanic,505,3.65,3.65,3.93,0
0x167753D6,Rejected Without Interview ,2022,Male,Hispanic,513,3.72,3.72,3.51,0
0x1677F9B4,Rejected Without Interview ,2022,Male,Hispanic,501,3.52,3.49,3.65,4
0x16780980,Rejected Without Interview ,2022,Male,Hispanic,502,3.58,3.58,3.41,0
0x16780980,Rejected Without Interview ,2022,Male,Hispanic,502,3.58,3.58,3.41,0
0x167830FE,Rejected Without Interview ,2022,Male,Hispanic,521,3.34,3.34,3.15,0
0x16799C52,Rejected Without Interview ,2022,Male,Hispanic,504,3.85,3.85,3.86,0
0x1679AC1E,Rejected Without Interview ,2022,Male,Hispanic,488,3.59,3.59,3.46,0
0x1679D39C,Rejected Without Interview ,2022,Male,Hispanic,495,3.71,3.71,3.54,0
0x167A12CC,Rejected Without Interview ,2022,Male,Hispanic,504,3.61,3.61,3.6,0
0x167A51FC,Rejected Without Interview ,2022,Male,Hispanic,519,3.9,3.9,3.84,0
0x16804E48,Rejected Without Interview ,2022,Male,Hispanic,514,3.8,3.8,3.78,0
0x1681A1EA,Rejected Without Interview ,2022,Male,Hispanic,491,3.57,3.57,3.42,0
0x1681B99C,Rejected Without Interview ,2022,Male,Hispanic,519,3.95,3.98,4,3.91
0x1684A7F6,Rejected Without Interview ,2022,Male,Hispanic,509,3.89,3.89,3.93,0
0x1685E3E6,Rejected Without Interview ,2022,Male,Hispanic,487,3.48,3.48,3.32,0
0x168642AE,Rejected Without Interview ,2022,Male,Hispanic,509,3.65,3.65,3.58,0
0x16876ED2,Rejected Without Interview ,2022,Male,Hispanic,502,3.78,3.78,3.65,0
0x168A7CC4,Rejected Without Interview ,2022,Male,Hispanic,503,3.35,3.35,3.15,0
0x168AD3A6,Rejected Without Interview ,2022,Male,Hispanic,512,3.83,3.83,3.9,0
0x168AEB58,Rejected Without Interview ,2022,Male,Hispanic,511,3.86,3.86,3.77,0
0x168C8DF6,Rejected Without Interview ,2022,Male,Hispanic,522,3.42,3.3,3.06,3.83
0x168DC9E6,Rejected Without Interview ,2022,Male,Hispanic,488,2.78,2.78,2.36,0
0x168F15A2,Rejected Without Interview ,2022,Male,Hispanic,521,3.96,3.96,4,0
0x1690FF56,Rejected Without Interview ,2022,Male,Hispanic,506,3.76,3.76,3.82,0
0x1691F430,Rejected Without Interview ,2022,Male,Hispanic,511,3.65,3.65,3.5,0
0x1691F430,Rejected Without Interview ,2022,Male,Hispanic,511,3.65,3.65,3.5,0
0x16923360,Rejected Without Interview ,2022,Male,Hispanic,508,3.81,3.81,3.72,0
0x1696DC0A,Rejected Without Interview ,2022,Male,Hispanic,516,3.66,3.66,3.88,0
0x1696EBD6,Rejected Without Interview ,2022,Male,Hispanic,516,3.64,3.58,3.47,3.89
0x1696EBD6,Rejected Without Interview ,2022,Male,Hispanic,516,3.64,3.58,3.47,3.89
0x16972320,Rejected Without Interview ,2022,Male,Hispanic,515,3.95,3.95,3.93,0
0x1697C118,Rejected Without Interview ,2022,Male,Hispanic,513,4,4,4,0
0x1697D8CA,Rejected Without Interview ,2022,Male,Hispanic,495,3.53,3.53,3.3,0
0x16980048,Rejected Without Interview ,2022,Male,Hispanic,509,4,4,4,0
0x169B6D02,Rejected Without Interview ,2022,Male,Hispanic,512,3.28,3.28,3.47,0
0x169B84B4,Rejected Without Interview ,2022,Male,Hispanic,496,3.21,3.21,3.01,0
0x169BB418,Rejected Without Interview ,2022,Male,Hispanic,516,4,4,4,0
0x169E1446,Rejected Without Interview ,2022,Male,Hispanic,515,3.89,3.89,3.9,0
0x16A21EF8,Declined Offer of Admissions,2022,Male,Hispanic,515,3.7,3.7,3.59,0
0x16A285A6,Rejected Without Interview ,2022,Male,Hispanic,501,3.83,3.83,3.82,0
0x16A3F0FA,Rejected Without Interview ,2022,Male,Hispanic,509,3.31,3.15,3.06,4
0x16A5DAAE,Rejected Without Interview ,2022,Male,Hispanic,495,2.98,2.72,2.24,3.7
0x16A611F8,Rejected Without Interview ,2022,Male,Hispanic,504,3.69,3.69,3.6,0
0x16A670C0,Withdrew Application before Offer,2022,Male,Hispanic,508,3.72,3.72,3.62,0
0x16A8E8A0,Rejected Without Interview ,2022,Male,Hispanic,503,3.34,3.32,3.11,3.43
0x16A927D0,Rejected Without Interview ,2022,Male,Hispanic,513,3.43,3.43,3.44,0
