Entry Year,,,Status,,,Gender,,,,,,,,Ethnicity,,MCAT Highest Total,,,,,,,GPA‐Total,,Sci GPA
2022,,RI,,,Female,,,,,,,Asian,,,,,494,,,,,3.73,,3.74,
2022,,RI,,,Female,,,,,,,Asian,,,,,511,,,,,3.77,,3.54,
2022,,RI,,,Female,,,,,,,Asian,,,,,490,,,,,3.78,,3.61,
2022,,RI,,,Female,,,,,,,Asian,,,,,497,,,,,3.86,,4,
2022,,RI,,,Female,,,,,,,Asian,,,,,475,,,,,3.27,,2.63,
2022,,RI,,,Male,,,,,,,Asian,,,,,494,,,,,3.49,,3.35,
2022,,RI,,,Male,,,,,,,Asian,,,,,515,,,,,3.83,,3.73,
2022,,RI,,,Male,,,,,,,Asian,,,,,506,,,,,3.6,,3.1,
2022,,RI,,,Female,,,,,,,Asian,,,,,498,,,,,3.22,,3.06,
2022,,RI,,,Male,,,,,,,Unreported,,,,,512,,,,,3.71,,3.67,
2022,,RI,,,Female,,,,,,,White/Caucasian,,,,,499,,,,,3.67,,3.65,
2022,,RI,,,Female,,,,,,,Asian,,,,,500,,,,,3.65,,3.43,
2022,,RI,,,Male,,,,,,,White/Caucasian,,,,,517,,,,,3.83,,3.88,
2022,,RI,,,Female,,,,,,,White/Caucasian,,,,,506,,,,,3.98,,4,
2022,,RI,,,Female,,,,,,,White/Caucasian,,,,,507,,,,,3.93,,3.91,
2022,,RI,,,Female,,,,,,,White/Caucasian,,,,,508,,,,,3.82,,3.78,
2022,,RI,,,Female,,,,,,,African American,,,,,505,,,,,3.28,,3.21,
2022,,RI,,,Female,,,,,,,African American,,,,,503,,,,,3.96,,3.93,
2022,,RI,,,Male,,,,,,,African American,,,,,484,,,,,2.62,,2.2,
2022,,RI,,,Male,,,,,,,Asian,,,,,506,,,,,3.52,,3.62,
2022,,RI,,,Female,,,,,,,Multiple,,,,,505,,,,,3.65,,3.6,
2022,,RI,,,Female,,,,,,,Hispanic,,,,,486,,,,,3.6,,3.57,
2022,,RI,,,Female,,,,,,,African American,,,,,497,,,,,3.58,,3.26,
2022,,RI,,,Female,,,,,,,African American,,,,,487,,,,,3.2,,2.97,
2022,,RI,,,Male,,,,,,,African American,,,,,505,,,,,2.43,,2.24,
2022,,RI,,,Male,,,,,,,African American,,,,,510,,,,,3.7,,3.48,
2022,,RI,,,Female,,,,,,,African American,,,,,507,,,,,3.25,,3.13,
2022,,RI,,,Female,,,,,,,African American,,,,,491,,,,,3.73,,3.65,
2022,,RI,,,Female,,,,,,,African American,,,,,475,,,,,3.57,,3.45,
2022,,RI,,,Male,,,,,,,African American,,,,,,,,,,3.68,,3.47,
2022,,RI,,,Female,,,,,,,African American,,,,,492,,,,,3.92,,3.93,
2022,,RI,,,Female,,,,,,,Asian,,,,,,,,,,3.66,,3.44,
2022,,RI,,,Female,,,,,,,White/Caucasian,,,,,500,,,,,3.61,,3.49,
2022,,RI,,,Female,,,,,,,Unreported,,,,,506,,,,,3.73,,3.53,
2022,,RI,,,Female,,,,,,,African American,,,,,,,,,,3.71,,3.57,
2022,,RI,,,Male,,,,,,,African American,,,,,497,,,,,3.23,,2.97,
2022,,RI,,,Male,,,,,,,African American,,,,,486,,,,,2.99,,2.91,
2022,,RI,,,Female,,,,,,,African American,,,,,493,,,,,3.27,,3.19,
2022,,RI,,,Male,,,,,,,African American,,,,,495,,,,,2.58,,2.58,
2022,,RI,,,Female,,,,,,,African American,,,,,502,,,,,3.3,,2.99,
2022,,RI,,,Female,,,,,,,African American,,,,,497,,,,,3.29,,3.12,
2022,,RI,,,Male,,,,,,,White/Caucasian,,,,,510,,,,,3.97,,3.94,
2022,,RI,,,Female,,,,,,,Hispanic,,,,,495,,,,,3.44,,3.25,
2022,,RI,,,Female,,,,,,,African American,,,,,502,,,,,3.38,,3.17,
2022,,RI,,,Male,,,,,,,Asian,,,,,501,,,,,3.41,,3.33,
2022,,RI,,,Male,,,,,,,African American,,,,,515,,,,,3.84,,3.68,
2022,,RI,,,Male,,,,,,,Hispanic,,,,,507,,,,,3.32,,3.27,
2022,,RI,,,Male,,,,,,,Hispanic,,,,,493,,,,,3.85,,4,
2022,,RI,,,Male,,,,,,,Hispanic,,,,,489,,,,,3.24,,3.28,
2022,,RI,,,Female,,,,,,,Hispanic,,,,,492,,,,,4,,4,
2022,,RI,,,Male,,,,,,,White/Caucasian,,,,,502,,,,,3.84,,3.87,
2022,,RI,,,Male,,,,,,,African American,,,,,502,,,,,3.04,,2.79,
2022,,RI,,,Female,,,,,,,African American,,,,,499,,,,,3.91,,3.88,
2022,,RI,,,Male,,,,,,,African American,,,,,492,,,,,2.98,,2.71,
2022,,RI,,,Female,,,,,,,White/Caucasian,,,,,512,,,,,3.64,,3.44,
2022,,RI,,,Female,,,,,,,Asian,,,,,496,,,,,3.51,,3.54,
2022,,RI,,,Female,,,,,,,White/Caucasian,,,,,512,,,,,3.38,,3.19,
2022,,RI,,,Female,,,,,,,Hispanic,,,,,500,,,,,3.93,,3.89,
2022,,RI,,,Female,,,,,,,African American,,,,,487,,,,,3.14,,2.92,
2022,,RI,,,Female,,,,,,,International,,,,,495,,,,,3.83,,3.71,
2022,,RI,,,Female,,,,,,,Hispanic,,,,,499,,,,,3.63,,3.42,
2022,,RI,,,Female,,,,,,,Unreported,,,,,,,,,,3.78,,3.62,
2022,,RI,,,Female,,,,,,,African American,,,,,,,,,,3.75,,3.59,
2022,,RI,,,Female,,,,,,,Hispanic,,,,,503,,,,,3.51,,3.29,
2022,,RI,,,Female,,,,,,,Asian,,,,,501,,,,,3.51,,3.49,
2022,,RI,,,Female,,,,,,,African American,,,,,499,,,,,3.86,,3.68,
2022,,RI,,,Male,,,,,,,Hispanic,,,,,504,,,,,2.7,,2.81,
2022,,RI,,,Female,,,,,,,Hispanic,,,,,488,,,,,4,,4,
2022,,RI,,,Female,,,,,,,Asian,,,,,514,,,,,3.66,,3.47,
2022,,RI,,,Male,,,,,,,Asian,,,,,,,,,,3.63,,3.61,
2022,,RI,,,Female,,,,,,,Hispanic,,,,,477,,,,,2.99,,2.76,
2022,,RI,,,Female,,,,,,,Asian,,,,,482,,,,,3.59,,3.48,
2022,,RI,,,Female,,,,,,,Asian,,,,,495,,,,,3.42,,3.12,
2022,,RI,,,Female,,,,,,,Asian,,,,,500,,,,,3.61,,3.11,
2022,,RI,,,Female,,,,,,,Asian,,,,,490,,,,,3.71,,3.46,
2022,,RI,,,Male,,,,,,,Asian,,,,,499,,,,,3.68,,3.57,
2022,,RI,,,Female,,,,,,,Asian,,,,,502,,,,,3.88,,3.8,
2022,,RI,,,Male,,,,,,,White/Caucasian,,,,,517,,,,,3.02,,2.89,
2022,,RI,,,Female,,,,,,,Asian,,,,,501,,,,,3.33,,3.24,
2022,,RI,,,Male,,,,,,,White/Caucasian,,,,,502,,,,,3.94,,3.9,
2022,,RI,,,Male,,,,,,,White/Caucasian,,,,,506,,,,,3.81,,3.66,
2022,,RI,,,Male,,,,,,,Asian,,,,,526,,,,,4,,4,
2022,,RI,,,Female,,,,,,,White/Caucasian,,,,,519,,,,,3.98,,3.97,
2022,,RI,,,Female,,,,,,,White/Caucasian,,,,,496,,,,,3.7,,3.55,
2022,,RI,,,Female,,,,,,,African American,,,,,500,,,,,3.69,,3.45,
2022,,RI,,,Male,,,,,,,Hispanic,,,,,502,,,,,3.55,,3.26,
2022,,RI,,,Female,,,,,,,White/Caucasian,,,,,486,,,,,3.88,,3.78,
2022,,RI,,,Male,,,,,,,White/Caucasian,,,,,513,,,,,3.86,,3.74,
2022,,RI,,,Female,,,,,,,White/Caucasian,,,,,519,,,,,4,,4,
2022,,RI,,,Male,,,,,,,White/Caucasian,,,,,515,,,,,3.87,,3.93,
2022,,RI,,,Female,,,,,,,White/Caucasian,,,,,506,,,,,3.62,,3.39,
2022,,RI,,,Female,,,,,,,White/Caucasian,,,,,492,,,,,3.66,,3.45,
2022,,RI,,,Female,,,,,,,Multiple,,,,,,,,,,3.59,,3.4,
2022,,RI,,,Female,,,,,,,Asian,,,,,508,,,,,3.45,,3.03,
2022,,RI,,,Male,,,,,,,Asian,,,,,514,,,,,3.96,,3.93,
2022,,RI,,,Male,,,,,,,Asian,,,,,512,,,,,3.09,,3.16,
2022,,RI,,,Female,,,,,,,Asian,,,,,500,,,,,3.55,,3.36,
2022,,RI,,,Male,,,,,,,Asian,,,,,,,,,,3.66,,3.58,
2022,,RI,,,Female,,,,,,,Asian,,,,,510,,,,,3.97,,3.96,
2022,,RI,,,Female,,,,,,,Asian,,,,,501,,,,,3.49,,3.4,
2022,,RI,,,Female,,,,,,,African American,,,,,496,,,,,3.63,,3.33,
2022,,RI,,,Male,,,,,,,White/Caucasian,,,,,506,,,,,3.85,,3.8,
2022,,RI,,,Male,,,,,,,Asian,,,,,503,,,,,3.72,,3.8,
2022,,RI,,,Male,,,,,,,Unreported,,,,,,,,,,,,,
2022,,RI,,,Female,,,,,,,White/Caucasian,,,,,507,,,,,3.6,,3.57,
2022,,RI,,,Female,,,,,,,White/Caucasian,,,,,498,,,,,3.76,,3.83,
2022,,RI,,,Female,,,,,,,Asian,,,,,520,,,,,4,,4,
2022,,RI,,,Female,,,,,,,White/Caucasian,,,,,518,,,,,3.98,,3.96,
2022,,RI,,,Female,,,,,,,Hispanic,,,,,506,,,,,3.06,,2.79,
2022,,RI,,,Female,,,,,,,Hispanic,,,,,500,,,,,3.72,,3.47,
2022,,RI,,,Female,,,,,,,Asian,,,,,504,,,,,3.87,,3.8,
2022,,RI,,,Male,,,,,,,Hispanic,,,,,511,,,,,3.75,,3.7,
2022,,RI,,,Male,,,,,,,White/Caucasian,,,,,512,,,,,3.23,,2.99,
2022,,RI,,,Male,,,,,,,African American,,,,,490,,,,,3.13,,3.23,
2022,,RI,,,Male,,,,,,,White/Caucasian,,,,,496,,,,,3.66,,3.53,
2022,,RI,,,Female,,,,,,,Asian,,,,,494,,,,,3.18,,2.97,
2022,,RI,,,Female,,,,,,,Asian,,,,,490,,,,,3.85,,3.89,
2022,,RI,,,Female,,,,,,,White/Caucasian,,,,,503,,,,,3.47,,3.46,
2022,,RI,,,Male,,,,,,,White/Caucasian,,,,,504,,,,,3.7,,3.46,
2022,,RI,,,Female,,,,,,,Asian,,,,,518,,,,,3.93,,3.86,
2022,,RI,,,Male,,,,,,,Asian,,,,,523,,,,,3.91,,3.95,
2022,,RI,,,Male,,,,,,,African American,,,,,,,,,,3.74,,3.65,
2022,,RI,,,Male,,,,,,,Asian,,,,,512,,,,,3.84,,3.69,
2022,,RI,,,Male,,,,,,,White/Caucasian,,,,,512,,,,,3.59,,3.53,
2022,,RI,,,Female,,,,,,,White/Caucasian,,,,,507,,,,,3.64,,3.31,
2022,,RI,,,Female,,,,,,,Asian,,,,,505,,,,,4,,4,
2022,,RI,,,Male,,,,,,,Asian,,,,,,,,,,2.85,,2.15,
2022,,RI,,,Female,,,,,,,Asian,,,,,498,,,,,3.58,,3.25,
2022,,RI,,,Female,,,,,,,Hispanic,,,,,505,,,,,3.18,,3.29,
2022,,RI,,,Female,,,,,,,Asian,,,,,516,,,,,3.78,,3.54,
2022,,RI,,,Male,,,,,,,Asian,,,,,514,,,,,3.94,,3.94,
2022,,RI,,,Female,,,,,,,Asian,,,,,482,,,,,3.53,,3.36,
2022,,RI,,,Female,,,,,,,Asian,,,,,510,,,,,3.78,,3.65,
2022,,RI,,,Male,,,,,,,White/Caucasian,,,,,511,,,,,3.74,,3.64,
2022,,RI,,,Female,,,,,,,Asian,,,,,497,,,,,3.63,,3.57,
2022,,RI,,,Female,,,,,,,Multiple,,,,,,,,,,3.38,,3.38,
2022,,RI,,,Female,,,,,,,Asian,,,,,505,,,,,3.87,,3.71,
2022,,RI,,,Female,,,,,,,White/Caucasian,,,,,506,,,,,3.29,,3.27,
2022,,RI,,,Female,,,,,,,Asian,,,,,514,,,,,4,,4,
2022,,RI,,,Female,,,,,,,Hispanic,,,,,481,,,,,2.66,,2.25,
2022,,RI,,,Male,,,,,,,Hispanic,,,,,498,,,,,3.34,,3.2,
2022,,RI,,,Female,,,,,,,Hispanic,,,,,505,,,,,3.76,,3.78,
2022,,RI,,,Female,,,,,,,Hispanic,,,,,501,,,,,3.43,,3.1,
2022,,RI,,,Female,,,,,,,Hispanic,,,,,486,,,,,2.79,,2.13,
2022,,RI,,,Female,,,,,,,Asian,,,,,509,,,,,3.89,,3.82,
2022,,RI,,,Female,,,,,,,African American,,,,,,,,,,2.86,,2.6,
2022,,RI,,,Male,,,,,,,Unreported,,,,,505,,,,,3.53,,3.28,
2022,,RI,,,Female,,,,,,,Asian,,,,,506,,,,,3.73,,3.59,
2022,,RI,,,Male,,,,,,,Asian,,,,,,,,,,3.48,,3.31,
2022,,RI,,,Male,,,,,,,White/Caucasian,,,,,510,,,,,3.73,,3.55,
2022,,RI,,,Male,,,,,,,Hispanic,,,,,,,,,,3.75,,3.51,
2022,,RI,,,Female,,,,,,,White/Caucasian,,,,,497,,,,,3.5,,3.19,
2022,,RI,,,Female,,,,,,,African American,,,,,484,,,,,3.65,,3.4,
2022,,RI,,,Female,,,,,,,White/Caucasian,,,,,510,,,,,3.38,,3.03,
2022,,RI,,,Male,,,,,,,White/Caucasian,,,,,504,,,,,3.68,,3.51,
2022,,RI,,,Male,,,,,,,African American,,,,,498,,,,,3.42,,3.1,
2022,,RI,,,Male,,,,,,,White/Caucasian,,,,,503,,,,,3.58,,3.32,
2022,,RI,,,Female,,,,,,,African American,,,,,502,,,,,3.82,,3.75,
2022,,RI,,,Male,,,,,,,Multiple,,,,,509,,,,,3.43,,3.71,
2022,,RI,,,Female,,,,,,,Asian,,,,,499,,,,,4,,4,
2022,,RI,,,Male,,,,,,,Hispanic,,,,,509,,,,,3.87,,3.82,
2022,,RI,,,Male,,,,,,,Hispanic,,,,,500,,,,,3.5,,3.64,
2022,,RI,,,Male,,,,,,,Asian,,,,,505,,,,,3.38,,3.26,
2022,,RI,,,Male,,,,,,,Hispanic,,,,,501,,,,,3.83,,3.82,
2022,,RI,,,Female,,,,,,,Hispanic,,,,,498,,,,,3.48,,3.12,
2022,,RI,,,Male,,,,,,,Hispanic,,,,,490,,,,,3.37,,2.85,
2022,,RI,,,Female,,,,,,,Asian,,,,,499,,,,,3.05,,2.68,
2022,,RI,,,Male,,,,,,,African American,,,,,,,,,,3.29,,3.09,
2022,,RI,,,Male,,,,,,,White/Caucasian,,,,,502,,,,,3.33,,3.29,
2022,,RI,,,Male,,,,,,,White/Caucasian,,,,,496,,,,,2.66,,2.6,
2022,,RI,,,Male,,,,,,,Hispanic,,,,,517,,,,,3.84,,3.74,
2022,,RI,,,Male,,,,,,,Hispanic,,,,,505,,,,,4,,4,
2022,,RI,,,Male,,,,,,,Hispanic,,,,,496,,,,,3.42,,3.19,
2022,,RI,,,Male,,,,,,,Hispanic,,,,,508,,,,,3.4,,3.33,
2022,,RI,,,Male,,,,,,,Hispanic,,,,,,,,,,3.7,,3.6,
2022,,RI,,,Female,,,,,,,Asian,,,,,493,,,,,3.56,,3.31,
2022,,RI,,,Male,,,,,,,White/Caucasian,,,,,496,,,,,3.83,,3.83,
2022,,RI,,,Female,,,,,,,White/Caucasian,,,,,509,,,,,3.69,,3.64,
2022,,RI,,,Female,,,,,,,African American,,,,,502,,,,,3.45,,3.36,
2022,,RI,,,Female,,,,,,,Multiple,,,,,482,,,,,3.38,,3,
2022,,RI,,,Male,,,,,,,African American,,,,,489,,,,,3.76,,3.72,
2022,,RI,,,Female,,,,,,,Hispanic,,,,,495,,,,,3.63,,3.43,
2022,,RI,,,Female,,,,,,,Hispanic,,,,,511,,,,,3.29,,3.24,
2022,,RI,,,Female,,,,,,,Hispanic,,,,,507,,,,,3.7,,3.58,
2022,,RI,,,Female,,,,,,,Hispanic,,,,,503,,,,,3.51,,3.24,
2022,,RI,,,Male,,,,,,,Hispanic,,,,,502,,,,,3.78,,3.65,
2022,,RI,,,Male,,,,,,,White/Caucasian,,,,,515,,,,,3.76,,3.58,
2022,,RI,,,Female,,,,,,,Hispanic,,,,,507,,,,,3.67,,3.49,
2022,,RI,,,Male,,,,,,,White/Caucasian,,,,,501,,,,,3.48,,3.44,
2022,,RI,,,Female,,,,,,,Hispanic,,,,,493,,,,,3.84,,3.76,
2022,,RI,,,Male,,,,,,,White/Caucasian,,,,,507,,,,,3.33,,3.07,
2022,,RI,,,Male,,,,,,,White/Caucasian,,,,,514,,,,,3.89,,3.82,
2022,,RI,,,Male,,,,,,,Hispanic,,,,,487,,,,,3.38,,3.02,
2022,,RI,,,Male,,,,,,,Hispanic,,,,,502,,,,,3.32,,3.06,
2022,,RI,,,Female,,,,,,,Hispanic,,,,,504,,,,,3.28,,3.23,
2022,,RI,,,Female,,,,,,,African American,,,,,507,,,,,3.55,,3.49,
2022,,RI,,,Female,,,,,,,Hispanic,,,,,497,,,,,3.68,,3.56,
2022,,RI,,,Female,,,,,,,White/Caucasian,,,,,495,,,,,4,,4,
2022,,RI,,,Female,,,,,,,Hispanic,,,,,497,,,,,3.46,,2.99,
2022,,RI,,,Male,,,,,,,White/Caucasian,,,,,507,,,,,3.44,,3.43,
2022,,RI,,,Female,,,,,,,Asian,,,,,489,,,,,3.78,,3.59,
2022,,RI,,,Female,,,,,,,Unreported,,,,,514,,,,,3.11,,2.83,
2022,,RI,,,Male,,,,,,,Asian,,,,,506,,,,,3.46,,3.37,
2022,,RI,,,Female,,,,,,,Hispanic,,,,,495,,,,,3.75,,3.61,
2022,,RI,,,Female,,,,,,,Hispanic,,,,,506,,,,,3.73,,3.71,
2022,,RI,,,Female,,,,,,,Asian,,,,,510,,,,,3.66,,3.37,
2022,,RI,,,Male,,,,,,,White/Caucasian,,,,,506,,,,,3.03,,2.99,
2022,,RI,,,Male,,,,,,,Hispanic,,,,,508,,,,,3.77,,3.67,
2022,,RI,,,Female,,,,,,,Hispanic,,,,,473,,,,,2.9,,2.63,
2022,,RI,,,Female,,,,,,,Hispanic,,,,,483,,,,,3.77,,3.7,
2022,,RI,,,Female,,,,,,,White/Caucasian,,,,,495,,,,,3.83,,3.73,
2022,,RI,,,Male,,,,,,,Hispanic,,,,,485,,,,,3.03,,2.69,
2022,,RI,,,Male,,,,,,,Hispanic,,,,,490,,,,,3.08,,3,
2022,,RI,,,Male,,,,,,,Hispanic,,,,,508,,,,,3.96,,4,
2022,,RI,,,Female,,,,,,,Hispanic,,,,,504,,,,,3.33,,3.55,
2022,,RI,,,Female,,,,,,,White/Caucasian,,,,,503,,,,,3.66,,3.45,
2022,,RI,,,Female,,,,,,,Multiple,,,,,508,,,,,3.69,,3.71,
2022,,RI,,,Female,,,,,,,White/Caucasian,,,,,501,,,,,3.85,,3.73,
2022,,RI,,,Female,,,,,,,Hispanic,,,,,482,,,,,2.38,,1.86,
2022,,RI,,,Male,,,,,,,White/Caucasian,,,,,510,,,,,3.4,,3.33,
2022,,RI,,,Male,,,,,,,Asian,,,,,494,,,,,3.75,,3.53,
2022,,RI,,,Female,,,,,,,White/Caucasian,,,,,503,,,,,3.71,,3.59,
2022,,RI,,,Male,,,,,,,White/Caucasian,,,,,511,,,,,3.92,,3.93,
2022,,RI,,,Female,,,,,,,White/Caucasian,,,,,500,,,,,3.69,,3.56,
2022,,RI,,,Female,,,,,,,Multiple,,,,,518,,,,,4,,4,
2022,,RI,,,Male,,,,,,,White/Caucasian,,,,,500,,,,,3.74,,3.64,
2022,,RI,,,Male,,,,,,,White/Caucasian,,,,,506,,,,,3.75,,3.63,
2022,,RI,,,Male,,,,,,,White/Caucasian,,,,,517,,,,,3.81,,3.69,
2022,,RI,,,Female,,,,,,,Hispanic,,,,,505,,,,,4,,4,
2022,,RI,,,Male,,,,,,,White/Caucasian,,,,,501,,,,,3.52,,3.28,
2022,,RI,,,Female,,,,,,,African American,,,,,496,,,,,3.26,,3.16,
2022,,RI,,,Female,,,,,,,White/Caucasian,,,,,,,,,,3.95,,3.91,
2022,,RI,,,Male,,,,,,,White/Caucasian,,,,,515,,,,,3.4,,3.5,
2022,,RI,,,Female,,,,,,,White/Caucasian,,,,,500,,,,,3.68,,3.46,
2022,,RI,,,Male,,,,,,,African American,,,,,479,,,,,2.5,,2.68,
2022,,RI,,,Female,,,,,,,Hispanic,,,,,494,,,,,3.35,,2.95,
2022,,RI,,,Female,,,,,,,Asian,,,,,510,,,,,3.78,,3.69,
2022,,RI,,,Female,,,,,,,African American,,,,,,,,,,3.63,,3.46,
2022,,RI,,,Female,,,,,,,Asian,,,,,491,,,,,3.23,,2.84,
2022,,RI,,,Female,,,,,,,Asian,,,,,490,,,,,2.52,,2.39,
2022,,RI,,,Female,,,,,,,White/Caucasian,,,,,488,,,,,3.21,,2.8,
2022,,RI,,,Female,,,,,,,Asian,,,,,511,,,,,3.93,,3.88,
2022,,RI,,,Female,,,,,,,Asian,,,,,519,,,,,4,,4,
2022,,RI,,,Female,,,,,,,Asian,,,,,499,,,,,3.47,,3.23,
2022,,RI,,,Female,,,,,,,Asian,,,,,509,,,,,3.96,,3.93,
2022,,RI,,,Female,,,,,,,White/Caucasian,,,,,513,,,,,3.9,,3.95,
2022,,RI,,,Male,,,,,,,Asian,,,,,517,,,,,3.67,,3.54,
2022,,RI,,,Female,,,,,,,White/Caucasian,,,,,509,,,,,3.96,,4,
2022,,RI,,,Male,,,,,,,Asian,,,,,479,,,,,2.49,,2.46,
2022,,RI,,,Female,,,,,,,White/Caucasian,,,,,496,,,,,3.55,,3.17,
2022,,RI,,,Male,,,,,,,Asian,,,,,499,,,,,3.19,,2.98,
2022,,RI,,,Female,,,,,,,Unreported,,,,,,,,,,4,,4,
2022,,RI,,,Female,,,,,,,Asian,,,,,512,,,,,3.97,,3.95,
2022,,RI,,,Female,,,,,,,Asian,,,,,,,,,,3.73,,3.65,
2022,,RI,,,Male,,,,,,,White/Caucasian,,,,,519,,,,,2.96,,2.72,
2022,,RI,,,Male,,,,,,,White/Caucasian,,,,,503,,,,,3.86,,3.84,
2022,,RI,,,Female,,,,,,,International,,,,,505,,,,,3.96,,3.92,
2022,,RI,,,Male,,,,,,,Asian,,,,,509,,,,,3.73,,3.57,
2022,,RI,,,Male,,,,,,,Hispanic,,,,,507,,,,,3.5,,3.39,
2022,,RI,,,Female,,,,,,,Asian,,,,,512,,,,,3.88,,3.84,
2022,,RI,,,Female,,,,,,,Unreported,,,,,504,,,,,3.63,,3.49,
2022,,RI,,,Female,,,,,,,White/Caucasian,,,,,508,,,,,3.83,,3.73,
2022,,RI,,,Male,,,,,,,White/Caucasian,,,,,511,,,,,3.49,,3.45,
2022,,RI,,,Female,,,,,,,Asian,,,,,516,,,,,3.97,,4,
2022,,RI,,,Female,,,,,,,White/Caucasian,,,,,498,,,,,2.87,,3,
2022,,RI,,,Female,,,,,,,Hispanic,,,,,490,,,,,3.97,,3.96,
2022,,RI,,,Male,,,,,,,Asian,,,,,516,,,,,3.45,,3.21,
2022,,RI,,,Female,,,,,,,African American,,,,,504,,,,,3.73,,3.59,
2022,,RI,,,Female,,,,,,,White/Caucasian,,,,,514,,,,,3.92,,3.8,
2022,,RI,,,Male,,,,,,,White/Caucasian,,,,,498,,,,,3.01,,2.89,
2022,,RI,,,Female,,,,,,,Asian,,,,,509,,,,,3.86,,3.65,
2022,,RI,,,Female,,,,,,,Asian,,,,,492,,,,,3.3,,3.18,
2022,,RI,,,Female,,,,,,,Asian,,,,,519,,,,,3.94,,3.98,
2022,,RI,,,Female,,,,,,,White/Caucasian,,,,,502,,,,,3.42,,3.09,
2022,,RI,,,Female,,,,,,,White/Caucasian,,,,,518,,,,,3.55,,3.52,
2022,,RI,,,Female,,,,,,,White/Caucasian,,,,,496,,,,,3.69,,3.44,
2022,,RI,,,Female,,,,,,,Multiple,,,,,493,,,,,3.31,,2.8,
2022,,RI,,,Female,,,,,,,White/Caucasian,,,,,502,,,,,3.92,,3.87,
2022,,RI,,,Female,,,,,,,Multiple,,,,,493,,,,,3,,2.85,
2022,,RI,,,Male,,,,,,,White/Caucasian,,,,,516,,,,,3.79,,3.68,
2022,,RI,,,Male,,,,,,,Hispanic,,,,,510,,,,,3.36,,3.03,
2022,,RI,,,Male,,,,,,,White/Caucasian,,,,,506,,,,,2.98,,2.91,
2022,,RI,,Male,,,,,,,,,White/Caucasian,,,,511,,,,,3.49,,3.57,
2022,,RI,,Male,,,,,,,,,White/Caucasian,,,,508,,,,,3.73,,3.67,
2022,,RI,,Male,,,,,,,,,Hispanic,,,,513,,,,,3.53,,3.48,
2022,,RI,,Male,,,,,,,,,Hispanic,,,,494,,,,,3.58,,3.68,
2022,,RI,,Female,,,,,,,,,Hispanic,,,,495,,,,,3.14,,2.72,
2022,,RI,,Male,,,,,,,,,Multiple,,,,511,,,,,3.21,,2.99,
2022,,RI,,Female,,,,,,,,,African American,,,,496,,,,,2.82,,2.6,
2022,,RI,,Female,,,,,,,,,White/Caucasian,,,,492,,,,,3.26,,2.92,
2022,,RI,,Male,,,,,,,,,Hispanic,,,,482,,,,,2.94,,2.5,
2022,,RI,,Male,,,,,,,,,Hispanic,,,,,,,,,2.93,,2.99,
2022,,RI,,Male,,,,,,,,,International,,,,,,,,,3.46,,3.42,
2022,,RI,,Female,,,,,,,,,Asian,,,,,,,,,3.44,,3.36,
2022,,RI,,Female,,,,,,,,,White/Caucasian,,,,484,,,,,3.5,,3.21,
2022,,RI,,Female,,,,,,,,,African American,,,,,,,,,3.43,,3.33,
2022,,RI,,Male,,,,,,,,,Hispanic,,,,495,,,,,3.53,,3.48,
2022,,RI,,ecline to Answe,,,,,,,,,Asian,,,,502,,,,,4,,4,
2022,,RI,,Female,,,,,,,,,Asian,,,,507,,,,,4,,4,
2022,,RI,,Male,,,,,,,,,White/Caucasian,,,,515,,,,,3.97,,4,
2022,,RI,,Female,,,,,,,,,Hispanic,,,,501,,,,,3.62,,3.3,
2022,,RI,,Male,,,,,,,,,White/Caucasian,,,,502,,,,,3.67,,3.48,
2022,,RI,,Female,,,,,,,,,White/Caucasian,,,,510,,,,,3.76,,3.59,
2022,,RI,,Female,,,,,,,,,Asian,,,,504,,,,,3.36,,2.68,
2022,,RI,,Male,,,,,,,,,White/Caucasian,,,,500,,,,,3.76,,3.81,
2022,,RI,,Male,,,,,,,,,Asian,,,,510,,,,,3.75,,3.7,
2022,,RI,,Male,,,,,,,,,White/Caucasian,,,,511,,,,,3.93,,3.86,
2022,,RI,,Female,,,,,,,,,White/Caucasian,,,,513,,,,,3.1,,2.7,
2022,,RI,,Male,,,,,,,,,White/Caucasian,,,,521,,,,,3.58,,3.52,
2022,,RI,,Male,,,,,,,,,White/Caucasian,,,,487,,,,,3,,2.84,
2022,,RI,,Male,,,,,,,,,Multiple,,,,495,,,,,3.11,,2.92,
2022,,RI,,Female,,,,,,,,,White/Caucasian,,,,505,,,,,3.79,,3.59,
2022,,RI,,Female,,,,,,,,,Hispanic,,,,,,,,,3.58,,3.46,
2022,,RI,,Female,,,,,,,,,Asian,,,,510,,,,,3.89,,3.93,
2022,,RI,,Female,,,,,,,,,Asian,,,,504,,,,,3.51,,3.15,
2022,,RI,,Male,,,,,,,,,White/Caucasian,,,,511,,,,,3.91,,3.79,
2022,,RI,,,Male,,,,,,,White/Caucasian,,,,,513,,,,,3.9,,3.84,
2022,,RI,,,Female,,,,,,,Asian,,,,,514,,,,,3.78,,3.5,
2022,,RI,,,Female,,,,,,,Asian,,,,,500,,,,,3.5,,3.27,
2022,,RI,,,Female,,,,,,,Asian,,,,,507,,,,,3.91,,4,
2022,,RI,,,Male,,,,,,,White/Caucasian,,,,,509,,,,,3.5,,3.36,
2022,,RI,,,Male,,,,,,,White/Caucasian,,,,,507,,,,,3.97,,3.96,
